split,src,tgt,num_pairs,num_queries
train,K13 V15 K5 V9 K9 V16 K18 V18 <sep> Q9 Q5,V16 V9,4,2
train,K10 V2 K6 V10 K13 V19 K5 V12 K8 V15 <sep> Q8,V15,5,1
train,K3 V17 K13 V0 K0 V17 K10 V3 <sep> Q10,V3,4,1
train,K14 V7 K15 V18 K8 V4 <sep> Q15 Q14,V18 V7,3,2
train,K10 V13 K6 V11 K13 V15 K19 V6 K7 V10 <sep> Q6 Q19,V11 V6,5,2
train,K10 V18 K7 V7 K1 V6 K4 V6 <sep> Q1,V6,4,1
train,K12 V14 K7 V12 K17 V19 K6 V17 K8 V8 <sep> Q6,V17,5,1
train,K2 V4 K4 V5 K7 V15 <sep> Q2 Q4,V4 V5,3,2
train,K13 V9 K11 V13 K16 V19 K7 V16 <sep> Q7 Q16 Q11,V16 V19 V13,4,3
train,K9 V17 K8 V2 K3 V4 K7 V15 K2 V8 K5 V13 <sep> Q5 Q9,V13 V17,6,2
train,K19 V7 K18 V0 K9 V19 <sep> Q9,V19,3,1
train,K14 V4 K8 V11 K10 V2 <sep> Q14 Q10 Q8,V4 V2 V11,3,3
train,K18 V13 K8 V15 K15 V13 K3 V7 <sep> Q3 Q8,V7 V15,4,2
train,K1 V16 K10 V18 K0 V4 K18 V6 <sep> Q10,V18,4,1
train,K11 V6 K1 V16 K2 V15 K7 V14 K18 V16 <sep> Q11 Q7 Q2,V6 V14 V15,5,3
train,K6 V15 K14 V6 K16 V17 <sep> Q16,V17,3,1
train,K19 V0 K8 V6 K13 V8 <sep> Q13 Q19 Q8,V8 V0 V6,3,3
train,K5 V15 K11 V12 K7 V9 <sep> Q7 Q11 Q5,V9 V12 V15,3,3
train,K5 V16 K0 V3 K18 V16 K14 V12 <sep> Q18 Q14,V16 V12,4,2
train,K7 V19 K15 V8 K12 V12 K9 V4 K17 V19 <sep> Q9 Q17 Q12,V4 V19 V12,5,3
train,K8 V5 K14 V18 K1 V9 K7 V7 <sep> Q8 Q7 Q14,V5 V7 V18,4,3
train,K16 V13 K11 V9 K3 V5 <sep> Q16 Q3 Q11,V13 V5 V9,3,3
train,K10 V6 K9 V11 K2 V17 K14 V2 K4 V12 K13 V18 <sep> Q14 Q13 Q4,V2 V18 V12,6,3
train,K17 V8 K4 V17 K7 V10 <sep> Q17 Q4,V8 V17,3,2
train,K1 V11 K15 V12 K13 V17 K4 V18 <sep> Q4 Q1,V18 V11,4,2
train,K18 V5 K6 V5 K1 V18 <sep> Q1,V18,3,1
train,K10 V6 K6 V11 K0 V5 K13 V15 K7 V19 K1 V16 <sep> Q10 Q0 Q6,V6 V5 V11,6,3
train,K9 V12 K13 V10 K6 V17 <sep> Q9 Q13,V12 V10,3,2
train,K6 V6 K0 V3 K18 V0 K12 V11 K16 V12 K11 V11 <sep> Q6 Q11,V6 V11,6,2
train,K18 V19 K4 V3 K19 V5 K11 V12 <sep> Q4 Q18 Q19,V3 V19 V5,4,3
train,K8 V0 K3 V10 K16 V2 K1 V12 <sep> Q16 Q3 Q8,V2 V10 V0,4,3
train,K8 V0 K18 V13 K3 V7 K4 V7 K19 V13 <sep> Q3 Q8,V7 V0,5,2
train,K18 V9 K2 V17 K3 V4 <sep> Q3 Q2 Q18,V4 V17 V9,3,3
train,K11 V18 K18 V6 K5 V1 K9 V2 <sep> Q11,V18,4,1
train,K9 V12 K3 V9 K14 V10 K18 V11 <sep> Q9,V12,4,1
train,K10 V10 K7 V0 K17 V1 K0 V5 K11 V3 <sep> Q17 Q11 Q7,V1 V3 V0,5,3
train,K5 V4 K7 V8 K17 V1 K11 V3 K12 V16 K1 V15 <sep> Q11 Q7 Q17,V3 V8 V1,6,3
train,K12 V13 K2 V18 K3 V19 K10 V6 <sep> Q12,V13,4,1
train,K1 V16 K8 V9 K13 V12 K5 V12 K17 V3 K10 V15 <sep> Q17,V3,6,1
train,K15 V9 K3 V6 K12 V8 K7 V13 K9 V12 K5 V6 <sep> Q5 Q9 Q7,V6 V12 V13,6,3
train,K9 V6 K1 V19 K13 V7 K4 V2 K0 V11 K17 V17 <sep> Q17,V17,6,1
train,K12 V1 K10 V13 K9 V4 K7 V10 <sep> Q7 Q12 Q9,V10 V1 V4,4,3
train,K19 V19 K0 V16 K7 V7 <sep> Q7 Q19 Q0,V7 V19 V16,3,3
train,K6 V15 K4 V0 K2 V6 K5 V6 K17 V13 <sep> Q5,V6,5,1
train,K14 V5 K8 V18 K17 V0 K3 V7 K10 V17 <sep> Q10,V17,5,1
train,K4 V15 K13 V7 K12 V11 K15 V1 K11 V0 K18 V2 <sep> Q11 Q13 Q12,V0 V7 V11,6,3
train,K18 V18 K2 V8 K12 V11 K10 V5 <sep> Q18 Q10 Q12,V18 V5 V11,4,3
train,K7 V3 K1 V1 K6 V16 K17 V13 <sep> Q7 Q1 Q17,V3 V1 V13,4,3
train,K14 V13 K2 V16 K9 V1 <sep> Q2 Q9 Q14,V16 V1 V13,3,3
train,K3 V10 K4 V0 K17 V5 <sep> Q4 Q3,V0 V10,3,2
train,K11 V9 K14 V3 K13 V16 <sep> Q13 Q14,V16 V3,3,2
train,K1 V0 K12 V8 K3 V8 K17 V7 K6 V18 <sep> Q3,V8,5,1
train,K8 V5 K16 V3 K4 V6 <sep> Q4 Q8,V6 V5,3,2
train,K4 V15 K10 V1 K14 V10 K5 V6 K6 V10 K12 V12 <sep> Q14 Q6,V10 V10,6,2
train,K5 V17 K2 V17 K0 V18 <sep> Q2,V17,3,1
train,K8 V6 K9 V2 K15 V3 K6 V4 K12 V11 <sep> Q6 Q15,V4 V3,5,2
train,K4 V15 K3 V17 K17 V17 K11 V15 <sep> Q3,V17,4,1
train,K2 V12 K14 V10 K18 V6 K11 V10 K16 V3 <sep> Q2,V12,5,1
train,K12 V16 K13 V13 K19 V19 K2 V12 K4 V2 <sep> Q19 Q2,V19 V12,5,2
train,K2 V19 K17 V14 K9 V5 K14 V18 K5 V7 <sep> Q17 Q9,V14 V5,5,2
train,K15 V4 K6 V9 K8 V16 K16 V12 K14 V10 K19 V3 <sep> Q14 Q8 Q19,V10 V16 V3,6,3
train,K1 V10 K0 V12 K19 V8 K4 V7 K2 V2 <sep> Q2 Q19,V2 V8,5,2
train,K17 V16 K9 V14 K8 V16 <sep> Q17 Q9,V16 V14,3,2
train,K5 V6 K10 V17 K6 V17 K13 V18 K9 V17 K7 V2 <sep> Q6 Q5,V17 V6,6,2
train,K15 V5 K0 V3 K4 V0 <sep> Q15,V5,3,1
train,K17 V9 K1 V17 K11 V12 <sep> Q17 Q11,V9 V12,3,2
train,K9 V2 K1 V18 K2 V15 <sep> Q2,V15,3,1
train,K0 V6 K5 V6 K8 V2 <sep> Q8,V2,3,1
train,K11 V6 K17 V4 K4 V10 K9 V0 K14 V10 <sep> Q11 Q9 Q4,V6 V0 V10,5,3
train,K14 V2 K8 V12 K9 V4 K3 V0 K19 V12 K17 V13 <sep> Q3 Q9 Q14,V0 V4 V2,6,3
train,K18 V11 K2 V2 K11 V15 K1 V2 K4 V2 <sep> Q4 Q11 Q1,V2 V15 V2,5,3
train,K7 V12 K11 V1 K18 V16 K1 V17 K17 V9 <sep> Q1 Q7,V17 V12,5,2
train,K14 V11 K13 V2 K8 V4 K12 V8 <sep> Q12,V8,4,1
train,K15 V10 K4 V10 K13 V9 K10 V13 K19 V15 K9 V15 <sep> Q15 Q10 Q9,V10 V13 V15,6,3
train,K8 V14 K3 V18 K1 V15 K19 V17 K15 V2 K14 V1 <sep> Q19,V17,6,1
train,K9 V0 K2 V10 K18 V14 K19 V4 K15 V10 K7 V5 <sep> Q9 Q19 Q2,V0 V4 V10,6,3
train,K19 V19 K16 V9 K4 V16 K14 V12 K10 V4 K13 V19 <sep> Q14,V12,6,1
train,K11 V11 K18 V2 K13 V4 K12 V11 <sep> Q11 Q12,V11 V11,4,2
train,K14 V10 K0 V18 K4 V2 K18 V6 <sep> Q14,V10,4,1
train,K9 V2 K11 V7 K3 V11 K4 V10 K10 V13 K7 V16 <sep> Q9,V2,6,1
train,K12 V5 K6 V7 K1 V6 <sep> Q1 Q12 Q6,V6 V5 V7,3,3
train,K3 V4 K4 V0 K7 V12 K2 V14 <sep> Q7 Q4 Q3,V12 V0 V4,4,3
train,K19 V5 K3 V0 K12 V18 K10 V18 K2 V18 <sep> Q19,V5,5,1
train,K9 V13 K13 V7 K3 V8 K15 V14 K5 V18 <sep> Q5 Q15,V18 V14,5,2
train,K19 V2 K0 V15 K1 V4 <sep> Q19,V2,3,1
train,K7 V7 K13 V10 K8 V11 K4 V0 <sep> Q4,V0,4,1
train,K16 V18 K5 V5 K12 V8 K15 V13 <sep> Q15 Q12,V13 V8,4,2
train,K0 V13 K8 V13 K15 V2 K5 V13 K16 V17 K9 V11 <sep> Q9 Q16,V11 V17,6,2
train,K19 V5 K8 V12 K2 V13 K0 V19 K4 V10 K16 V3 <sep> Q8 Q4,V12 V10,6,2
train,K10 V11 K13 V18 K7 V12 K4 V11 K2 V19 K12 V10 <sep> Q7,V12,6,1
train,K6 V16 K0 V12 K12 V0 K1 V3 K5 V7 K9 V10 <sep> Q9 Q0,V10 V12,6,2
train,K14 V19 K17 V11 K12 V15 <sep> Q14 Q12,V19 V15,3,2
train,K19 V2 K14 V15 K1 V10 K10 V12 K7 V17 K18 V10 <sep> Q14 Q7 Q10,V15 V17 V12,6,3
train,K8 V5 K12 V8 K7 V17 K14 V13 <sep> Q12 Q14,V8 V13,4,2
train,K14 V5 K1 V9 K12 V17 <sep> Q1,V9,3,1
train,K7 V3 K0 V10 K11 V3 K14 V0 K6 V8 K9 V11 <sep> Q7 Q9,V3 V11,6,2
train,K15 V12 K14 V4 K10 V7 K11 V5 K0 V17 <sep> Q15,V12,5,1
train,K3 V0 K11 V11 K13 V10 <sep> Q11,V11,3,1
train,K3 V6 K8 V19 K15 V8 K4 V9 K12 V12 <sep> Q3 Q12 Q4,V6 V12 V9,5,3
train,K17 V18 K9 V1 K8 V3 <sep> Q17,V18,3,1
train,K15 V18 K11 V0 K5 V9 K17 V2 <sep> Q17 Q11,V2 V0,4,2
train,K18 V7 K15 V3 K17 V5 <sep> Q18,V7,3,1
train,K14 V6 K8 V17 K15 V1 <sep> Q15 Q8,V1 V17,3,2
train,K4 V7 K9 V8 K13 V12 <sep> Q9,V8,3,1
train,K18 V12 K12 V12 K19 V9 <sep> Q19 Q18,V9 V12,3,2
train,K3 V5 K10 V17 K13 V5 K17 V16 K1 V13 K4 V5 <sep> Q1,V13,6,1
train,K10 V4 K17 V19 K13 V12 <sep> Q13,V12,3,1
train,K7 V2 K4 V15 K19 V16 <sep> Q19 Q7,V16 V2,3,2
train,K0 V13 K9 V11 K14 V10 K18 V1 K19 V10 K4 V14 <sep> Q19 Q18 Q0,V10 V1 V13,6,3
train,K3 V12 K4 V0 K7 V13 K13 V5 K10 V15 <sep> Q3,V12,5,1
train,K9 V4 K14 V9 K6 V13 K5 V17 K19 V12 K15 V15 <sep> Q5 Q19,V17 V12,6,2
train,K17 V6 K10 V2 K6 V16 K5 V13 K11 V17 <sep> Q5 Q17,V13 V6,5,2
train,K1 V19 K5 V1 K12 V1 K9 V0 K15 V5 <sep> Q1 Q5,V19 V1,5,2
train,K5 V14 K16 V16 K1 V14 K14 V14 <sep> Q1 Q16 Q5,V14 V16 V14,4,3
train,K11 V17 K8 V4 K5 V9 <sep> Q11 Q8,V17 V4,3,2
train,K5 V2 K9 V13 K7 V10 K2 V10 K19 V2 <sep> Q9,V13,5,1
train,K8 V17 K14 V9 K2 V7 K13 V5 K6 V7 K15 V6 <sep> Q2,V7,6,1
train,K0 V14 K19 V1 K5 V0 K3 V14 <sep> Q19,V1,4,1
train,K4 V6 K0 V1 K19 V18 K7 V18 <sep> Q7 Q19 Q0,V18 V18 V1,4,3
train,K0 V17 K11 V11 K2 V12 K19 V11 <sep> Q19,V11,4,1
train,K5 V15 K16 V13 K13 V14 K17 V15 K4 V7 K12 V2 <sep> Q5,V15,6,1
train,K8 V6 K18 V19 K7 V13 <sep> Q18 Q7 Q8,V19 V13 V6,3,3
train,K3 V1 K16 V7 K13 V4 K19 V3 <sep> Q16 Q13,V7 V4,4,2
train,K2 V9 K0 V12 K17 V6 <sep> Q17,V6,3,1
train,K15 V5 K0 V11 K6 V12 K10 V10 K14 V3 K1 V8 <sep> Q0,V11,6,1
train,K6 V8 K19 V6 K12 V12 K0 V9 K10 V13 K8 V13 <sep> Q8 Q19 Q0,V13 V6 V9,6,3
train,K4 V16 K14 V16 K5 V15 <sep> Q4 Q14 Q5,V16 V16 V15,3,3
train,K16 V15 K19 V7 K15 V11 <sep> Q19 Q16 Q15,V7 V15 V11,3,3
train,K16 V12 K2 V16 K12 V14 K1 V8 K11 V2 K19 V17 <sep> Q16,V12,6,1
train,K16 V15 K7 V2 K1 V15 K10 V14 K19 V13 K13 V2 <sep> Q1 Q13,V15 V2,6,2
train,K3 V18 K13 V5 K14 V15 K18 V7 K5 V18 <sep> Q14,V15,5,1
train,K0 V1 K2 V5 K9 V2 K4 V3 K3 V8 K6 V9 <sep> Q2 Q9 Q4,V5 V2 V3,6,3
train,K5 V4 K1 V16 K17 V14 <sep> Q1 Q5 Q17,V16 V4 V14,3,3
train,K9 V1 K2 V16 K8 V18 K4 V7 K5 V7 <sep> Q2 Q8 Q9,V16 V18 V1,5,3
train,K7 V18 K16 V1 K9 V12 K13 V10 K8 V17 <sep> Q13 Q7 Q16,V10 V18 V1,5,3
train,K12 V13 K14 V17 K5 V10 K17 V2 <sep> Q14 Q12,V17 V13,4,2
train,K3 V1 K17 V0 K16 V7 K8 V2 <sep> Q3 Q8 Q17,V1 V2 V0,4,3
train,K13 V0 K4 V3 K9 V10 K2 V3 K5 V5 <sep> Q2 Q4 Q9,V3 V3 V10,5,3
train,K16 V17 K7 V15 K11 V0 K2 V4 <sep> Q7 Q11,V15 V0,4,2
train,K18 V0 K15 V11 K5 V6 K12 V4 <sep> Q18,V0,4,1
train,K3 V2 K17 V11 K6 V4 K18 V18 K19 V11 K12 V17 <sep> Q12 Q6,V17 V4,6,2
train,K15 V15 K10 V12 K18 V13 <sep> Q10 Q18,V12 V13,3,2
train,K13 V12 K14 V17 K15 V14 <sep> Q13 Q15,V12 V14,3,2
train,K4 V1 K11 V13 K5 V6 <sep> Q5 Q11 Q4,V6 V13 V1,3,3
train,K4 V14 K10 V3 K0 V16 K7 V1 K17 V17 K8 V13 <sep> Q4 Q7,V14 V1,6,2
train,K10 V19 K16 V6 K15 V1 K2 V3 K1 V4 K19 V12 <sep> Q19 Q1,V12 V4,6,2
train,K18 V11 K8 V2 K0 V10 K17 V1 K6 V17 <sep> Q17 Q0,V1 V10,5,2
train,K13 V17 K6 V11 K1 V11 <sep> Q13 Q1,V17 V11,3,2
train,K5 V7 K7 V9 K18 V3 K8 V10 K0 V5 <sep> Q7 Q18 Q5,V9 V3 V7,5,3
train,K9 V11 K3 V9 K2 V18 K10 V0 K18 V12 K6 V15 <sep> Q3 Q9,V9 V11,6,2
train,K1 V8 K8 V17 K15 V17 <sep> Q15,V17,3,1
train,K6 V1 K17 V19 K18 V2 K8 V9 <sep> Q6,V1,4,1
train,K18 V15 K13 V16 K15 V17 K7 V7 <sep> Q7 Q18,V7 V15,4,2
train,K19 V9 K11 V4 K4 V2 K12 V0 K16 V16 <sep> Q4 Q19 Q12,V2 V9 V0,5,3
train,K9 V10 K1 V19 K15 V1 <sep> Q9,V10,3,1
train,K0 V6 K5 V10 K2 V16 K16 V13 K11 V18 <sep> Q5,V10,5,1
train,K5 V1 K11 V9 K0 V12 <sep> Q5 Q0 Q11,V1 V12 V9,3,3
train,K0 V9 K7 V5 K4 V10 <sep> Q7 Q4,V5 V10,3,2
train,K5 V12 K19 V10 K1 V5 K3 V2 <sep> Q3 Q1 Q19,V2 V5 V10,4,3
train,K15 V19 K14 V12 K7 V0 K8 V15 K19 V10 K2 V16 <sep> Q19 Q15 Q14,V10 V19 V12,6,3
train,K13 V6 K8 V14 K15 V11 K9 V4 <sep> Q13 Q15 Q9,V6 V11 V4,4,3
train,K2 V13 K16 V5 K17 V12 K11 V4 K9 V16 <sep> Q16,V5,5,1
train,K0 V11 K8 V1 K11 V3 K18 V16 <sep> Q18 Q0 Q11,V16 V11 V3,4,3
train,K0 V13 K10 V19 K16 V2 K9 V3 K15 V17 K4 V19 <sep> Q10 Q9,V19 V3,6,2
train,K2 V2 K13 V5 K7 V13 K17 V17 K1 V1 <sep> Q13,V5,5,1
train,K19 V13 K1 V16 K17 V0 K0 V18 <sep> Q17 Q19,V0 V13,4,2
train,K9 V2 K12 V8 K3 V13 <sep> Q12 Q3,V8 V13,3,2
train,K5 V4 K15 V15 K14 V19 <sep> Q14 Q5 Q15,V19 V4 V15,3,3
train,K6 V15 K15 V2 K11 V17 <sep> Q11 Q15 Q6,V17 V2 V15,3,3
train,K11 V17 K12 V19 K0 V7 K5 V8 K14 V16 <sep> Q14,V16,5,1
train,K13 V5 K3 V4 K15 V3 K4 V17 K18 V8 <sep> Q3,V4,5,1
train,K15 V15 K10 V12 K1 V5 K17 V9 K2 V10 K19 V10 <sep> Q17 Q2,V9 V10,6,2
train,K18 V4 K12 V4 K19 V7 <sep> Q18 Q12,V4 V4,3,2
train,K13 V7 K15 V3 K12 V19 K1 V15 K11 V12 <sep> Q12 Q11,V19 V12,5,2
train,K16 V19 K14 V11 K5 V6 K6 V13 <sep> Q14 Q6,V11 V13,4,2
train,K14 V11 K12 V11 K5 V4 K2 V11 K7 V8 <sep> Q12 Q5,V11 V4,5,2
train,K15 V15 K4 V15 K2 V10 K14 V4 K17 V0 <sep> Q17 Q4,V0 V15,5,2
train,K14 V7 K6 V19 K1 V13 K15 V9 K18 V11 <sep> Q6,V19,5,1
train,K19 V8 K8 V18 K13 V11 K6 V3 K7 V3 K9 V6 <sep> Q6,V3,6,1
train,K7 V16 K16 V13 K17 V1 <sep> Q7,V16,3,1
train,K13 V13 K12 V6 K5 V5 <sep> Q13,V13,3,1
train,K17 V0 K19 V6 K16 V12 K3 V2 K6 V0 K9 V16 <sep> Q3 Q17 Q19,V2 V0 V6,6,3
train,K14 V13 K3 V17 K8 V17 K9 V0 K17 V0 K0 V4 <sep> Q3 Q0 Q17,V17 V4 V0,6,3
train,K14 V11 K0 V7 K6 V3 K12 V19 K16 V16 K18 V15 <sep> Q18 Q0 Q6,V15 V7 V3,6,3
train,K7 V17 K9 V10 K3 V3 K14 V5 <sep> Q3 Q7 Q9,V3 V17 V10,4,3
train,K3 V14 K19 V10 K11 V5 <sep> Q3 Q19 Q11,V14 V10 V5,3,3
train,K0 V5 K2 V17 K1 V6 K10 V1 <sep> Q0,V5,4,1
train,K18 V8 K7 V19 K13 V18 K6 V17 <sep> Q6 Q18,V17 V8,4,2
train,K6 V14 K17 V18 K12 V1 K11 V9 K2 V6 <sep> Q17 Q2 Q12,V18 V6 V1,5,3
train,K11 V7 K16 V11 K19 V5 K14 V15 K0 V8 <sep> Q14 Q0 Q11,V15 V8 V7,5,3
train,K2 V0 K14 V5 K1 V5 <sep> Q14,V5,3,1
train,K2 V14 K9 V15 K6 V3 K19 V5 K7 V8 K8 V15 <sep> Q6 Q19 Q2,V3 V5 V14,6,3
train,K12 V16 K19 V2 K17 V2 K16 V7 <sep> Q12 Q17,V16 V2,4,2
train,K14 V7 K15 V11 K5 V12 K17 V3 K16 V1 K18 V8 <sep> Q15 Q16 Q5,V11 V1 V12,6,3
train,K6 V14 K13 V1 K8 V14 K15 V14 K2 V3 K0 V18 <sep> Q13 Q6,V1 V14,6,2
train,K11 V7 K16 V6 K13 V0 <sep> Q16,V6,3,1
train,K2 V4 K17 V7 K7 V18 <sep> Q7,V18,3,1
train,K15 V13 K1 V6 K17 V19 <sep> Q1 Q17 Q15,V6 V19 V13,3,3
train,K15 V13 K6 V3 K1 V2 K14 V14 K8 V18 <sep> Q8 Q1,V18 V2,5,2
train,K8 V4 K15 V9 K3 V9 K11 V16 K18 V11 <sep> Q8 Q15,V4 V9,5,2
train,K1 V16 K19 V6 K11 V17 K2 V3 K7 V4 K15 V16 <sep> Q19 Q7,V6 V4,6,2
train,K16 V13 K14 V1 K4 V2 K10 V0 K0 V0 K6 V14 <sep> Q6,V14,6,1
train,K2 V14 K5 V9 K3 V17 <sep> Q2 Q5,V14 V9,3,2
train,K15 V12 K7 V1 K1 V6 <sep> Q1,V6,3,1
train,K13 V12 K7 V19 K12 V2 K14 V3 K10 V10 <sep> Q7 Q12,V19 V2,5,2
train,K7 V12 K8 V4 K16 V19 K19 V11 K4 V12 K15 V19 <sep> Q19 Q4,V11 V12,6,2
train,K10 V6 K5 V16 K4 V3 K12 V13 K6 V2 <sep> Q12,V13,5,1
train,K13 V15 K2 V0 K18 V1 <sep> Q13 Q18 Q2,V15 V1 V0,3,3
train,K19 V4 K2 V9 K6 V17 K9 V12 <sep> Q9 Q2 Q6,V12 V9 V17,4,3
train,K8 V8 K10 V11 K0 V3 K6 V12 K17 V2 <sep> Q0,V3,5,1
train,K16 V11 K15 V16 K8 V19 K5 V17 K3 V7 K9 V7 <sep> Q8 Q16,V19 V11,6,2
train,K9 V0 K2 V17 K18 V3 K8 V9 <sep> Q2 Q9,V17 V0,4,2
train,K10 V19 K19 V7 K15 V16 K13 V9 <sep> Q10 Q15,V19 V16,4,2
train,K15 V11 K5 V19 K19 V14 K7 V10 K6 V14 K12 V16 <sep> Q15 Q7 Q5,V11 V10 V19,6,3
train,K2 V17 K17 V4 K13 V10 K16 V9 K0 V4 K11 V0 <sep> Q13 Q0 Q17,V10 V4 V4,6,3
train,K6 V16 K17 V12 K14 V10 K16 V10 <sep> Q6 Q17 Q14,V16 V12 V10,4,3
train,K1 V12 K6 V5 K14 V17 K16 V11 <sep> Q1,V12,4,1
train,K8 V1 K9 V17 K7 V1 <sep> Q9 Q7,V17 V1,3,2
train,K5 V12 K3 V1 K17 V10 K19 V8 K6 V1 K14 V11 <sep> Q3,V1,6,1
train,K9 V11 K0 V7 K13 V6 <sep> Q0 Q9,V7 V11,3,2
train,K11 V12 K0 V16 K6 V9 K19 V11 K17 V10 K14 V18 <sep> Q19 Q0 Q11,V11 V16 V12,6,3
train,K7 V0 K0 V7 K17 V7 K19 V19 K8 V8 <sep> Q0 Q8,V7 V8,5,2
train,K7 V4 K0 V4 K8 V3 <sep> Q7 Q0,V4 V4,3,2
train,K10 V19 K16 V18 K11 V12 <sep> Q10,V19,3,1
train,K19 V12 K9 V10 K4 V5 K6 V2 K18 V5 <sep> Q19,V12,5,1
train,K0 V18 K15 V1 K16 V11 <sep> Q15 Q0,V1 V18,3,2
train,K13 V6 K5 V3 K17 V19 K12 V5 K19 V11 <sep> Q5,V3,5,1
train,K7 V8 K0 V16 K9 V5 <sep> Q9 Q0,V5 V16,3,2
train,K13 V14 K6 V11 K5 V15 K19 V11 K4 V13 K1 V17 <sep> Q1 Q4,V17 V13,6,2
train,K10 V12 K14 V0 K18 V11 K1 V8 K5 V11 K4 V14 <sep> Q5 Q14,V11 V0,6,2
train,K3 V0 K1 V4 K2 V18 <sep> Q3 Q2,V0 V18,3,2
train,K17 V6 K15 V10 K18 V9 <sep> Q18 Q15,V9 V10,3,2
train,K16 V14 K7 V11 K18 V11 K13 V16 K3 V19 <sep> Q13 Q16,V16 V14,5,2
train,K6 V14 K11 V4 K4 V10 K12 V7 <sep> Q4 Q11,V10 V4,4,2
train,K10 V13 K18 V10 K15 V18 K13 V12 <sep> Q18 Q15 Q13,V10 V18 V12,4,3
train,K14 V6 K1 V11 K3 V10 K12 V10 K10 V4 <sep> Q12,V10,5,1
train,K9 V8 K13 V18 K0 V6 K8 V16 K6 V11 K15 V17 <sep> Q0 Q15,V6 V17,6,2
train,K3 V10 K13 V4 K4 V16 <sep> Q13 Q3 Q4,V4 V10 V16,3,3
train,K4 V2 K1 V3 K14 V6 K8 V4 K12 V3 <sep> Q14,V6,5,1
train,K7 V11 K10 V0 K15 V8 K3 V15 K12 V10 <sep> Q7 Q15,V11 V8,5,2
train,K5 V0 K17 V15 K15 V16 <sep> Q17 Q5,V15 V0,3,2
train,K1 V7 K19 V9 K9 V9 K15 V2 K5 V4 <sep> Q1,V7,5,1
train,K8 V18 K2 V15 K11 V1 K5 V1 K9 V11 <sep> Q8 Q2,V18 V15,5,2
train,K12 V13 K1 V9 K5 V19 K13 V19 <sep> Q13 Q12,V19 V13,4,2
train,K7 V2 K10 V18 K12 V2 K19 V15 <sep> Q19 Q7 Q10,V15 V2 V18,4,3
train,K2 V11 K11 V9 K0 V13 K1 V3 K16 V6 K19 V11 <sep> Q2,V11,6,1
train,K4 V14 K16 V18 K18 V12 <sep> Q18 Q4 Q16,V12 V14 V18,3,3
train,K15 V12 K11 V1 K18 V16 <sep> Q18,V16,3,1
train,K6 V14 K9 V10 K10 V2 K18 V2 K7 V17 K3 V17 <sep> Q18,V2,6,1
train,K8 V9 K3 V7 K16 V13 K13 V1 K14 V17 <sep> Q8 Q14 Q16,V9 V17 V13,5,3
train,K6 V18 K5 V16 K13 V3 K9 V13 K11 V5 <sep> Q13 Q9 Q11,V3 V13 V5,5,3
train,K0 V14 K17 V13 K12 V5 K8 V8 K15 V10 K10 V4 <sep> Q12 Q0,V5 V14,6,2
train,K13 V18 K19 V12 K7 V12 K11 V9 K18 V12 K2 V6 <sep> Q7,V12,6,1
train,K3 V1 K0 V19 K18 V11 <sep> Q3 Q0,V1 V19,3,2
train,K8 V0 K4 V3 K0 V15 K17 V7 <sep> Q0,V15,4,1
train,K17 V7 K7 V1 K18 V13 K6 V6 K14 V14 <sep> Q18 Q7,V13 V1,5,2
train,K7 V3 K6 V1 K1 V18 K4 V15 K8 V7 <sep> Q4 Q6,V15 V1,5,2
train,K13 V6 K16 V1 K10 V15 <sep> Q13,V6,3,1
train,K16 V4 K2 V6 K9 V0 <sep> Q2 Q9 Q16,V6 V0 V4,3,3
train,K15 V9 K9 V17 K5 V7 K6 V3 K12 V5 K3 V18 <sep> Q5,V7,6,1
train,K15 V19 K10 V13 K8 V12 K1 V13 K17 V4 K12 V6 <sep> Q12 Q10,V6 V13,6,2
train,K15 V19 K12 V18 K9 V6 K2 V17 K10 V3 <sep> Q12 Q15 Q10,V18 V19 V3,5,3
train,K6 V13 K8 V3 K9 V6 <sep> Q8 Q9,V3 V6,3,2
train,K17 V0 K5 V4 K15 V11 K10 V4 K8 V9 K7 V7 <sep> Q15,V11,6,1
train,K10 V17 K11 V9 K12 V16 K7 V11 K17 V14 <sep> Q17 Q12 Q11,V14 V16 V9,5,3
train,K16 V19 K15 V4 K19 V4 K1 V14 K0 V19 K7 V14 <sep> Q16 Q0,V19 V19,6,2
train,K15 V6 K12 V5 K4 V9 K7 V6 K8 V17 <sep> Q15 Q4,V6 V9,5,2
train,K4 V19 K12 V19 K17 V7 K13 V16 K7 V4 K8 V2 <sep> Q4 Q17 Q7,V19 V7 V4,6,3
train,K14 V0 K16 V17 K5 V6 K6 V2 <sep> Q6 Q14,V2 V0,4,2
train,K15 V17 K13 V7 K2 V7 K10 V0 K1 V4 <sep> Q1 Q13,V4 V7,5,2
train,K5 V4 K9 V3 K19 V5 K1 V1 K18 V11 K6 V15 <sep> Q5,V4,6,1
train,K15 V5 K17 V8 K4 V6 K13 V9 <sep> Q17 Q13 Q4,V8 V9 V6,4,3
train,K14 V19 K16 V7 K18 V5 K8 V4 K13 V2 <sep> Q18 Q14 Q8,V5 V19 V4,5,3
train,K6 V14 K0 V1 K10 V2 K18 V12 K9 V8 <sep> Q6,V14,5,1
train,K16 V19 K0 V17 K7 V17 <sep> Q16 Q0 Q7,V19 V17 V17,3,3
train,K12 V3 K1 V16 K7 V1 K19 V0 K8 V5 K0 V3 <sep> Q0,V3,6,1
